employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score,is_promoted
14962,Procurement,region_4,Master's & above,f,other,1,36,1.0,8,0,0,70,0
52730,Sales & Markting,region_27,Bachelor's,m,other,1,32,,1,1,0,45,0
12941,Procurement,region_22,Bachelor's,m,sourcing,1,33,3.0,2,1,0,70,0
15921,,region_22,Bachelor's,f,other,1,24,,1,0,0,59,0
61495,Opperations,region_4,Master's & above,f,sourcing,1,46,5.0,4,1,0,60,0
45091,,region_10,Master's & above,,sourcing,1,37,4.0,7,0,0,70,0
35976,Technoogy,region_26,Bachelor's,m,other,1,39,5.0,9,1,0,83,0
62931,HR,region_27,Bachelor's,m,other,1,25,5.0,2,1,0,50,0
61675,Technoogy,region_28,Bachelor's,m,sourcing,1,30,,1,1,1,76,0
51825,Technoogy,region_14,Master's & above,f,sourcing,1,34,5.0,7,1,0,81,0
53163,Technoogy,region_14,Bachelor's,m,other,1,24,3.0,2,1,0,80,0
29361,Sales & Markting,region_11,Bachelor's,m,other,1,36,5.0,7,1,0,47,0
26095,Analytics,region_31,,m,sourcing,1,37,3.0,10,0,0,87,0
14200,Sales & Markting,region_22,Bachelor's,f,sourcing,1,34,5.0,9,1,0,51,0
54205,Sales & Markting,region_2,Bachelor's,m,other,1,52,5.0,7,0,0,49,0
5018,Sales & Markting,region_2,,m,other,1,35,2.0,3,0,0,47,0
8161,Procurement,region_11,Bachelor's,m,other,1,28,2.0,6,1,0,72,0
45223,Sales & Markting,region_2,,m,sourcing,1,27,5.0,4,0,0,50,0
70432,Sales & Markting,region_28,Master's & above,m,sourcing,1,29,3.0,5,0,0,51,0
43671,R&D,region_2,Master's & above,m,sourcing,1,41,,3,1,0,98,1
35235,Sales & Markting,region_31,Bachelor's,m,other,1,28,,1,0,0,47,0
17309,Technoogy,region_6,Bachelor's,m,sourcing,1,31,4.0,3,1,0,74,1
17146,Procurement,region_17,Master's & above,f,other,1,53,2.0,19,0,0,64,0
51749,Sales & Markting,region_7,Master's & above,f,other,1,34,3.0,9,0,0,47,0
254,Opperations,region_23,Bachelor's,m,sourcing,2,34,3.0,10,0,0,57,0
42673,Analytics,region_22,Bachelor's,m,sourcing,3,33,3.0,7,1,0,86,0
14205,Opperations,region_22,Bachelor's,m,other,1,37,3.0,8,0,0,58,0
46082,Sales & Markting,region_11,Bachelor's,m,other,2,31,2.0,3,0,0,48,0
6555,Opperations,region_22,Master's & above,f,other,1,40,1.0,11,1,0,63,0
68550,Technoogy,region_2,Below Secondary,,sourcing,1,22,4.0,2,0,0,79,0
28147,HR,region_25,Master's & above,f,sourcing,1,34,5.0,4,1,0,45,0
59410,Finance,region_26,,m,sourcing,1,31,,1,0,0,64,0
50661,Procurement,region_15,Bachelor's,f,sourcing,1,37,1.0,7,0,0,69,0
62477,Procurement,region_17,Master's & above,m,sourcing,1,36,3.0,5,0,0,73,0
77402,Sales & Markting,region_26,Master's & above,m,other,1,46,1.0,12,0,0,50,0
8925,Procurement,region_23,Master's & above,f,other,2,34,3.0,7,0,0,69,0
45765,Opperations,region_22,Bachelor's,m,sourcing,1,27,1.0,3,0,0,59,0
46712,Technoogy,region_7,Master's & above,m,sourcing,2,38,5.0,10,1,0,80,0
52058,Opperations,region_26,Bachelor's,f,other,1,29,,1,1,0,59,0
26346,Sales & Markting,region_2,Master's & above,f,sourcing,1,31,,5,0,0,48,0
5178,Sales & Markting,region_22,Bachelor's,m,sourcing,2,27,3.0,2,0,0,51,0
50691,Technoogy,region_27,Bachelor's,f,other,1,38,1.0,11,0,0,82,0
33915,Sales & Markting,region_20,Bachelor's,m,sourcing,1,28,,1,0,0,49,0
22197,Technoogy,region_2,Bachelor's,f,sourcing,1,20,,1,0,0,86,0
66967,Opperations,region_15,Master's & above,f,other,1,36,4.0,5,0,0,62,0
33189,Procurement,region_2,Bachelor's,m,other,2,30,2.0,2,0,0,71,0
9385,Sales & Markting,region_2,Bachelor's,m,sourcing,2,49,3.0,3,1,0,49,0
12044,Opperations,region_15,Bachelor's,m,sourcing,1,33,3.0,7,1,0,58,0
5270,HR,region_31,,m,other,1,29,,1,0,0,49,0
71358,,region_2,Bachelor's,f,other,1,30,4.0,2,1,0,70,0
43907,Sales & Markting,region_2,Bachelor's,m,referred,1,40,5.0,13,0,0,50,0
19841,Sales & Markting,region_7,Bachelor's,m,other,1,24,5.0,2,0,0,51,0
62046,HR,region_15,,m,other,1,34,3.0,6,0,0,47,0
69100,Analytics,region_15,Bachelor's,m,sourcing,3,31,3.0,2,1,0,85,0
51790,Opperations,region_22,Master's & above,m,sourcing,1,43,4.0,3,1,0,57,0
13674,Analytics,region_30,Bachelor's,m,other,1,32,4.0,5,1,0,83,0
18392,Procurement,region_14,Master's & above,f,other,1,41,4.0,5,0,0,67,0
56322,Sales & Markting,region_22,,m,other,1,25,3.0,3,1,0,46,0
64108,Technoogy,region_23,Bachelor's,m,sourcing,1,32,,7,1,0,85,0
40986,Sales & Markting,region_28,Bachelor's,m,other,1,25,,1,1,0,47,0
9698,Procurement,region_10,Master's & above,m,sourcing,1,39,3.0,7,0,0,69,0
20564,Analytics,region_16,,m,other,1,34,3.0,5,0,1,83,0
5261,Procurement,region_2,Bachelor's,m,sourcing,1,29,2.0,4,1,0,70,1
61233,Sales & Markting,region_24,Bachelor's,m,sourcing,1,30,5.0,5,1,0,46,0
4972,Sales & Markting,region_2,Master's & above,m,sourcing,2,58,1.0,3,1,0,51,0
25649,Procurement,region_14,Bachelor's,m,other,1,32,1.0,6,1,1,73,0
3734,Procurement,region_2,Below Secondary,f,other,2,26,3.0,1,0,0,75,0
44984,Sales & Markting,region_29,Bachelor's,,other,1,29,5.0,3,0,0,50,0
24553,Sales & Markting,region_2,Master's & above,m,sourcing,1,42,4.0,5,0,0,49,0
562,Opperations,region_7,Master's & above,m,sourcing,1,35,2.0,10,0,0,57,0
27810,Analytics,region_31,,m,other,3,30,5.0,10,0,0,81,1
15589,Sales & Markting,region_4,Master's & above,m,other,1,44,4.0,11,1,0,47,0
56377,Procurement,region_26,,m,sourcing,1,28,3.0,3,0,0,73,0
22510,Legal,region_2,Bachelor's,f,other,1,34,4.0,2,1,0,57,0
66858,Procurement,region_23,Bachelor's,m,other,1,34,5.0,8,1,0,71,0
37701,Sales & Markting,region_27,Bachelor's,m,sourcing,1,36,4.0,4,1,0,51,0
22596,Sales & Markting,region_22,Bachelor's,f,other,1,29,4.0,6,0,0,49,0
57411,Sales & Markting,region_4,Bachelor's,m,sourcing,1,43,,15,1,0,50,0
48332,Sales & Markting,region_7,Bachelor's,m,other,2,54,4.0,13,1,0,47,0
61484,Procurement,region_13,Bachelor's,m,other,3,26,,1,0,0,69,0
29993,Opperations,region_15,Bachelor's,m,referred,1,35,3.0,8,0,0,58,0
62704,Procurement,region_2,Master's & above,f,other,1,51,5.0,17,0,0,72,0
16526,Opperations,region_2,Bachelor's,m,other,3,32,4.0,4,1,0,60,0
1178,,region_6,Master's & above,m,other,1,35,5.0,2,1,0,66,1
32694,Technoogy,region_22,Master's & above,m,other,1,52,3.0,3,1,0,75,0
64034,,region_2,Master's & above,f,sourcing,1,47,5.0,18,0,0,65,0
27704,Sales & Markting,region_25,,m,other,1,25,3.0,2,0,0,48,0
48105,Sales & Markting,region_26,Bachelor's,f,sourcing,3,25,3.0,3,0,0,46,0
71993,Technoogy,region_2,Bachelor's,m,other,1,44,5.0,16,0,0,80,1
34211,,region_26,Bachelor's,m,other,1,35,5.0,7,0,0,80,0
39425,Sales & Markting,region_27,Bachelor's,m,sourcing,1,50,1.0,4,0,0,48,0
28534,Procurement,region_14,Bachelor's,f,other,1,34,3.0,7,0,0,68,0
33430,Sales & Markting,region_13,,m,other,1,48,,7,1,0,49,0
1622,Opperations,region_2,Master's & above,m,sourcing,1,54,1.0,8,0,0,59,0
18479,HR,region_30,Bachelor's,m,sourcing,1,28,3.0,4,1,0,49,0
38650,Technoogy,region_23,Master's & above,m,sourcing,2,39,3.0,7,0,0,81,0
66360,HR,region_22,Bachelor's,f,other,1,26,4.0,3,1,0,47,0
62095,Opperations,region_22,Master's & above,m,other,1,37,4.0,5,1,0,64,0
49861,Opperations,region_22,Bachelor's,m,other,2,32,5.0,4,1,0,59,0
46869,R&D,region_13,Bachelor's,m,other,1,34,4.0,5,0,0,83,0
75506,Sales & Markting,region_2,,m,sourcing,2,24,,1,0,0,49,0
17260,Sales & Markting,region_32,Bachelor's,m,other,1,29,5.0,5,1,0,48,0
4035,Opperations,region_26,,m,sourcing,1,32,4.0,7,0,0,57,0
65917,Sales & Markting,region_1,Bachelor's,m,sourcing,1,31,4.0,3,0,0,52,0
17666,Sales & Markting,region_2,Bachelor's,m,sourcing,1,39,4.0,12,0,0,47,0
14841,Analytics,region_25,Master's & above,m,sourcing,1,35,3.0,10,0,0,86,0
71144,Opperations,region_22,Bachelor's,m,sourcing,1,36,1.0,5,0,0,57,0
32194,Technoogy,region_27,Bachelor's,f,sourcing,1,25,,3,1,0,85,0
65804,Procurement,region_22,Bachelor's,m,other,6,28,1.0,5,1,0,68,1
11157,Opperations,region_29,Bachelor's,f,other,1,37,3.0,5,1,0,58,0
29197,Technoogy,region_20,Master's & above,m,sourcing,1,34,4.0,4,0,0,82,0
2997,Sales & Markting,region_2,Master's & above,m,sourcing,1,37,5.0,8,1,0,49,0
54393,R&D,region_13,Bachelor's,m,sourcing,1,31,3.0,5,0,0,81,0
49597,Opperations,region_9,Master's & above,m,other,1,30,4.0,13,1,0,63,0
8560,Technoogy,region_28,Master's & above,f,sourcing,1,30,4.0,4,1,0,94,1
6679,Finance,region_22,Bachelor's,m,other,1,29,,1,1,0,62,0
20534,Opperations,region_29,Master's & above,m,other,1,44,5.0,7,1,0,63,0
23984,Opperations,region_22,Bachelor's,f,other,1,28,1.0,5,1,0,62,0
7262,Opperations,region_5,Master's & above,f,other,1,36,4.0,3,1,0,58,0
35726,Finance,region_10,Master's & above,m,other,1,32,3.0,4,1,0,58,0
78291,Sales & Markting,region_2,Bachelor's,f,sourcing,1,29,3.0,3,0,0,50,0
59846,Procurement,region_2,Bachelor's,m,other,1,38,2.0,5,0,0,63,0
58080,Opperations,region_22,Bachelor's,m,sourcing,2,38,3.0,8,1,0,64,0
60086,Procurement,region_2,Bachelor's,f,other,1,32,3.0,4,0,0,67,0
54381,Finance,region_29,Bachelor's,m,sourcing,2,30,3.0,3,0,0,54,0
31004,Analytics,region_32,Master's & above,m,other,1,29,3.0,4,0,0,82,0
30548,Analytics,region_31,Bachelor's,,other,1,28,3.0,4,0,0,77,0
71587,Sales & Markting,region_7,Master's & above,m,other,1,41,4.0,5,0,0,50,0
30126,Finance,region_2,Bachelor's,f,sourcing,1,32,3.0,4,0,0,58,0
42602,Analytics,region_2,Bachelor's,,other,2,37,4.0,2,0,0,86,0
56830,Sales & Markting,region_10,Bachelor's,m,sourcing,1,29,5.0,6,0,0,45,0
13711,Procurement,region_15,Bachelor's,m,other,2,35,4.0,9,0,0,70,0
44040,Sales & Markting,region_7,Master's & above,f,sourcing,2,34,1.0,7,0,0,43,0
66006,Opperations,region_13,Master's & above,f,other,1,43,5.0,19,0,0,56,0
10611,Opperations,region_12,Bachelor's,m,other,1,29,4.0,6,0,0,59,0
47046,Sales & Markting,region_1,Master's & above,m,other,1,33,4.0,7,0,0,54,0
16060,Opperations,region_15,Bachelor's,m,sourcing,1,27,5.0,4,1,0,58,0
43524,Legal,region_2,Bachelor's,m,other,1,32,5.0,6,1,0,60,0
70074,Sales & Markting,region_26,Bachelor's,m,other,1,48,3.0,2,0,0,54,0
9315,Analytics,region_9,Master's & above,m,other,1,30,3.0,3,0,0,85,0
72725,Sales & Markting,region_14,Master's & above,m,other,1,34,1.0,7,0,0,53,0
20624,Technoogy,region_2,Master's & above,m,other,1,38,3.0,4,0,0,82,0
12509,Procurement,region_7,Bachelor's,f,other,1,28,5.0,4,1,0,68,1
33173,Analytics,region_28,Master's & above,m,other,2,31,3.0,8,1,0,86,0
30496,Analytics,region_7,Master's & above,m,other,1,46,4.0,7,1,0,91,1
75140,HR,region_2,Master's & above,m,other,1,41,1.0,15,0,0,44,0
52807,,region_4,Master's & above,f,other,1,34,3.0,4,0,0,62,0
38252,Opperations,region_15,,f,sourcing,1,35,5.0,9,1,0,67,0
8260,Technoogy,region_31,Bachelor's,f,sourcing,1,35,3.0,3,1,0,79,0
78026,Sales & Markting,region_12,,m,other,1,28,,1,0,0,45,0
55330,Sales & Markting,region_10,Bachelor's,m,other,1,31,3.0,3,0,0,51,0
13440,Procurement,region_13,Bachelor's,m,other,2,34,3.0,9,0,0,71,0
58641,Opperations,region_20,Bachelor's,,sourcing,1,27,4.0,6,1,0,62,0
36512,Procurement,region_22,Master's & above,f,sourcing,1,42,3.0,5,0,0,66,0
24864,Opperations,region_11,Bachelor's,f,sourcing,1,29,2.0,3,0,0,61,0
32402,Sales & Markting,region_15,,m,other,1,39,2.0,3,0,0,51,0
13508,Opperations,region_15,Bachelor's,m,other,1,28,,4,0,0,61,0
47589,Procurement,region_2,Master's & above,f,other,1,51,1.0,7,1,0,68,0
34473,Sales & Markting,region_24,Master's & above,m,sourcing,1,34,3.0,7,0,0,53,0
23892,Analytics,region_22,Bachelor's,m,referred,1,28,5.0,2,1,0,81,0
64402,Procurement,region_2,,f,other,1,35,3.0,6,0,0,75,0
39647,Procurement,region_22,Bachelor's,m,sourcing,1,29,4.0,4,1,0,69,0
46182,Sales & Markting,region_2,Bachelor's,,other,1,25,,1,1,0,48,1
26943,Sales & Markting,region_33,Bachelor's,m,sourcing,1,35,1.0,2,0,0,51,0
61818,Sales & Markting,region_15,,m,sourcing,1,25,5.0,2,0,0,50,0
48182,Opperations,region_4,Master's & above,f,sourcing,1,32,4.0,9,1,0,58,0
7973,Sales & Markting,region_2,Bachelor's,f,other,1,39,5.0,10,1,0,49,0
22081,Sales & Markting,region_4,Master's & above,f,sourcing,1,42,3.0,10,1,0,53,0
74582,Opperations,region_1,Bachelor's,m,other,1,31,5.0,4,1,0,60,0
6195,Opperations,region_31,Bachelor's,m,sourcing,1,33,4.0,5,1,0,60,0
31068,Opperations,region_26,Bachelor's,f,other,1,31,4.0,4,1,1,58,0
57943,Finance,region_11,Bachelor's,f,other,1,29,5.0,4,1,0,62,0
59104,Opperations,region_5,Bachelor's,m,other,1,31,5.0,7,1,0,61,0
60788,Sales & Markting,region_13,Bachelor's,m,other,1,35,1.0,6,1,0,50,0
40768,Legal,region_26,Bachelor's,m,sourcing,1,41,3.0,10,0,0,61,0
15978,Finance,region_4,Master's & above,m,other,1,45,4.0,14,0,0,62,0
27079,Sales & Markting,region_29,Bachelor's,m,other,2,28,,1,0,0,51,0
61643,Sales & Markting,region_15,Master's & above,,other,1,32,3.0,5,0,0,49,0
42518,Finance,region_2,Bachelor's,f,other,1,47,1.0,14,0,0,57,0
12400,HR,region_15,Master's & above,m,sourcing,1,31,3.0,7,0,0,48,0
69387,Analytics,region_31,Bachelor's,m,other,1,36,4.0,2,1,0,84,0
51140,Sales & Markting,region_31,Bachelor's,,sourcing,1,24,,1,0,0,52,0
20695,Opperations,region_22,Bachelor's,m,other,1,35,5.0,5,1,0,58,0
26091,Opperations,region_22,Bachelor's,m,other,1,29,4.0,2,1,0,56,0
75651,Analytics,region_22,Bachelor's,m,sourcing,1,31,4.0,4,1,0,87,0
62024,Opperations,region_16,Bachelor's,m,other,1,23,4.0,2,0,0,61,0
69582,Opperations,region_22,Bachelor's,m,other,2,37,4.0,12,1,0,57,1
42660,R&D,region_16,Bachelor's,m,other,1,33,4.0,7,0,0,85,0
70217,Technoogy,region_32,Bachelor's,m,other,1,30,1.0,4,0,0,77,0
10591,Sales & Markting,region_10,Master's & above,m,other,1,41,3.0,4,1,0,48,0
20578,Sales & Markting,region_13,Bachelor's,m,other,2,34,3.0,6,0,0,48,0
8997,Finance,region_2,Bachelor's,m,other,1,24,4.0,2,1,0,57,0
32840,Sales & Markting,region_7,Master's & above,m,sourcing,1,54,3.0,24,0,0,49,0
77322,Opperations,region_22,Bachelor's,f,other,1,34,5.0,9,0,0,60,0
31819,Sales & Markting,region_22,,m,sourcing,2,26,2.0,4,0,0,45,0
61471,Procurement,region_13,Master's & above,m,other,1,55,,4,0,0,65,0
25362,Technoogy,region_22,Bachelor's,m,other,2,26,3.0,5,0,0,82,0
5960,Opperations,region_7,Bachelor's,f,sourcing,1,40,3.0,6,0,0,62,0
15932,Procurement,region_7,Bachelor's,f,sourcing,1,33,5.0,6,1,0,69,0
59223,Opperations,region_23,,m,sourcing,1,37,5.0,5,1,0,64,0
73650,Analytics,region_2,Bachelor's,f,other,3,32,3.0,7,0,0,82,0
74188,HR,region_2,Bachelor's,f,sourcing,1,31,,3,0,0,49,0
46579,Technoogy,region_2,Bachelor's,f,other,2,29,4.0,4,0,0,82,0
20685,R&D,region_4,Master's & above,m,other,1,40,3.0,3,0,0,83,0
67338,Technoogy,region_22,Bachelor's,f,sourcing,1,34,3.0,7,0,1,83,1
47686,Analytics,region_31,Bachelor's,f,other,1,27,1.0,3,0,1,88,0
51804,Sales & Markting,region_29,Bachelor's,m,other,1,25,,1,0,0,49,0
52670,Sales & Markting,region_15,Master's & above,m,other,1,36,1.0,5,0,0,49,0
42050,Technoogy,region_2,Bachelor's,m,sourcing,1,53,3.0,5,0,0,81,0
33693,Sales & Markting,region_22,Master's & above,m,sourcing,1,55,5.0,4,1,0,48,0
10092,Sales & Markting,region_2,Master's & above,m,other,1,47,5.0,8,1,0,46,0
68755,Sales & Markting,region_22,Bachelor's,,other,1,35,1.0,3,0,0,49,0
42765,,region_2,Master's & above,m,referred,1,38,,4,1,0,82,1
67240,Finance,region_23,Bachelor's,m,other,1,31,5.0,5,1,0,56,0
2583,R&D,region_13,Master's & above,m,other,2,33,5.0,6,1,0,84,0
24139,Sales & Markting,region_31,Master's & above,m,sourcing,1,34,4.0,10,0,0,51,0
75952,Analytics,region_13,Bachelor's,m,other,2,33,4.0,7,0,0,78,0
68290,Technoogy,region_6,Bachelor's,f,sourcing,1,26,,1,0,0,84,0
20571,Procurement,region_8,Master's & above,f,sourcing,1,40,5.0,3,1,0,68,0
47406,Technoogy,region_2,Master's & above,m,other,1,51,3.0,6,1,0,76,0
23620,Finance,region_2,Below Secondary,m,other,2,24,,1,0,0,63,0
53544,Sales & Markting,region_12,Bachelor's,m,other,1,37,3.0,8,0,0,45,0
50257,Legal,region_2,Bachelor's,m,other,1,25,,1,0,0,56,0
1716,Procurement,region_22,Master's & above,m,sourcing,3,43,4.0,4,1,0,70,0
1842,Opperations,region_32,Bachelor's,m,other,1,29,3.0,3,0,0,63,0
34339,Finance,region_22,Bachelor's,f,other,1,25,,2,1,1,90,1
30123,HR,region_7,Below Secondary,m,sourcing,1,26,4.0,2,1,0,49,0
23869,Opperations,region_9,Bachelor's,m,sourcing,1,30,5.0,5,0,0,63,0
77162,Opperations,region_2,Bachelor's,m,other,1,47,3.0,6,0,0,57,0
75269,Opperations,region_15,Master's & above,f,sourcing,2,42,3.0,13,0,0,55,0
42820,Sales & Markting,region_2,Master's & above,m,other,2,54,3.0,19,0,0,45,0
32576,Technoogy,region_2,Master's & above,m,other,1,56,3.0,19,0,0,83,0
64606,Sales & Markting,region_32,Bachelor's,m,other,1,39,2.0,9,0,0,47,0
75008,Sales & Markting,region_33,Master's & above,m,other,2,40,3.0,9,0,0,52,0
76404,Analytics,region_22,Master's & above,m,sourcing,1,32,3.0,6,0,0,84,0
50172,,region_22,Master's & above,m,other,1,28,3.0,2,0,0,81,0
24577,Analytics,region_22,Bachelor's,m,sourcing,2,26,4.0,2,1,0,86,0
23993,Opperations,region_22,Master's & above,m,sourcing,2,33,5.0,6,1,0,58,1
51434,R&D,region_27,Master's & above,m,other,2,33,3.0,3,0,0,81,0
20304,,region_29,Bachelor's,m,sourcing,1,29,5.0,2,0,0,65,0
75134,Procurement,region_11,Bachelor's,m,other,1,43,2.0,19,0,0,71,0
56100,Opperations,region_24,,f,sourcing,1,29,4.0,4,1,0,58,0
71769,R&D,region_22,,m,other,1,28,3.0,3,1,0,79,0
70788,Technoogy,region_4,Master's & above,m,sourcing,1,47,3.0,6,1,0,75,0
65014,Technoogy,region_8,Master's & above,f,sourcing,1,31,3.0,3,0,0,84,0
71120,Sales & Markting,region_7,Bachelor's,m,sourcing,1,41,4.0,12,1,0,61,1
44098,Procurement,region_26,Bachelor's,m,sourcing,1,38,3.0,2,1,0,66,0
50185,Sales & Markting,region_8,Bachelor's,m,other,2,31,4.0,4,0,0,45,0
74214,Sales & Markting,region_22,Bachelor's,f,sourcing,2,30,3.0,4,1,0,52,0
67302,Opperations,region_4,Master's & above,m,other,1,45,4.0,3,1,0,55,0
26729,Analytics,region_2,Bachelor's,m,other,1,46,5.0,18,1,0,88,0
58016,HR,region_2,,m,sourcing,1,34,5.0,9,1,0,52,0
65922,Sales & Markting,region_4,Bachelor's,m,other,1,40,5.0,8,0,0,52,0
51214,Opperations,region_8,Bachelor's,m,other,1,28,3.0,2,0,0,56,0
54668,Technoogy,region_2,Master's & above,m,other,1,36,5.0,6,0,0,79,0
27317,Sales & Markting,region_32,Bachelor's,m,other,2,30,,1,1,0,48,0
63823,Opperations,region_2,Bachelor's,m,other,1,53,4.0,12,0,0,55,0
23524,Technoogy,region_11,Master's & above,f,sourcing,1,33,4.0,10,1,0,74,0
72712,Technoogy,region_26,Bachelor's,m,other,1,28,,1,0,0,81,0
76669,R&D,region_22,Bachelor's,m,sourcing,2,28,5.0,3,1,0,83,1
59334,R&D,region_2,Bachelor's,,sourcing,2,30,4.0,5,0,0,84,0
43894,Analytics,region_2,Bachelor's,,other,1,56,4.0,27,0,0,88,0
61300,Procurement,region_2,Bachelor's,m,sourcing,1,23,,1,1,0,68,0
20313,Sales & Markting,region_32,Bachelor's,m,sourcing,1,28,4.0,5,1,0,49,0
72072,Analytics,region_2,Master's & above,m,other,1,39,3.0,4,0,0,82,0
75117,Sales & Markting,region_1,,f,other,1,29,4.0,5,0,0,45,0
63792,Procurement,region_20,Bachelor's,f,other,1,31,2.0,3,0,0,70,0
75172,Sales & Markting,region_1,Bachelor's,f,other,1,29,,1,1,0,45,1
62370,Analytics,region_2,,f,other,1,24,,1,0,0,83,0
15267,Technoogy,region_7,Master's & above,f,sourcing,1,39,4.0,4,1,0,78,0
53674,Procurement,region_22,Bachelor's,m,other,2,30,3.0,4,0,0,72,0
47983,Technoogy,region_22,Bachelor's,m,other,1,29,4.0,8,1,0,82,0
41819,Analytics,region_27,Bachelor's,m,sourcing,1,35,4.0,10,0,0,84,0
41546,Finance,region_2,Below Secondary,m,other,2,25,3.0,2,1,0,59,0
62612,Sales & Markting,region_10,Bachelor's,m,sourcing,2,33,1.0,6,0,0,53,0
61927,Technoogy,region_2,Bachelor's,m,sourcing,1,38,3.0,9,1,0,82,1
34304,Procurement,region_26,Bachelor's,m,other,1,29,,1,0,0,72,0
62063,Finance,region_32,Bachelor's,m,other,1,29,3.0,6,0,0,62,0
49680,Sales & Markting,region_29,Bachelor's,f,other,1,28,5.0,5,0,0,47,0
21777,Opperations,region_21,Bachelor's,m,sourcing,1,36,3.0,4,1,0,63,0
59051,Procurement,region_15,Bachelor's,m,other,1,34,3.0,6,0,0,70,0
69527,Sales & Markting,region_26,Bachelor's,,sourcing,1,45,3.0,7,0,0,50,0
6137,Opperations,region_22,Bachelor's,m,sourcing,2,26,5.0,4,1,0,58,0
15819,Analytics,region_12,Bachelor's,m,other,1,28,5.0,3,1,0,81,0
24890,Technoogy,region_2,Bachelor's,m,referred,2,32,3.0,5,0,0,80,0
35155,Sales & Markting,region_7,,m,other,1,35,2.0,3,0,0,43,0
45469,Technoogy,region_4,,m,sourcing,1,38,5.0,10,1,0,82,1
76286,Procurement,region_2,Bachelor's,f,sourcing,1,60,5.0,12,0,0,71,0
32837,Sales & Markting,region_2,Master's & above,m,sourcing,1,53,5.0,13,0,0,51,0
10007,Sales & Markting,region_7,Bachelor's,m,sourcing,1,27,3.0,4,0,0,48,0
2515,Opperations,region_6,Bachelor's,m,sourcing,1,30,4.0,3,0,0,61,0
14545,Sales & Markting,region_2,Bachelor's,m,sourcing,2,31,3.0,4,0,0,55,0
26762,Sales & Markting,region_2,,m,sourcing,1,23,4.0,2,1,1,49,0
14757,Sales & Markting,region_26,Bachelor's,f,other,1,27,4.0,6,0,1,49,0
71418,Procurement,region_7,,m,sourcing,1,36,,3,1,0,67,0
59873,Finance,region_2,Master's & above,m,other,1,34,,6,1,0,62,0
48664,HR,region_22,Bachelor's,m,sourcing,1,23,3.0,2,0,0,49,0
34949,HR,region_31,Bachelor's,f,other,2,29,3.0,4,1,0,47,0
14529,Sales & Markting,region_2,,m,other,1,28,1.0,3,0,0,52,0
32671,HR,region_31,Bachelor's,m,other,1,27,,1,0,0,50,0
54257,Procurement,region_2,Bachelor's,f,sourcing,1,34,4.0,2,1,0,71,0
61377,Sales & Markting,region_16,Bachelor's,f,sourcing,1,33,1.0,2,0,0,48,0
52755,Procurement,region_16,Bachelor's,m,other,1,37,3.0,2,0,0,75,0
74683,Opperations,region_22,Bachelor's,m,other,1,37,3.0,3,0,0,59,0
9541,Technoogy,region_7,,m,other,1,35,3.0,4,0,0,76,0
5540,Technoogy,region_14,Bachelor's,f,other,1,28,,1,0,0,83,0
74670,Sales & Markting,region_7,,m,other,1,39,2.0,3,0,0,48,0
53626,Technoogy,region_2,Master's & above,f,other,1,55,4.0,28,1,0,83,0
16330,Opperations,region_15,,m,sourcing,1,34,3.0,3,0,0,58,0
2890,Sales & Markting,region_2,Bachelor's,f,other,1,60,1.0,10,0,0,49,0
50202,Sales & Markting,region_9,,m,sourcing,1,31,3.0,3,0,0,52,0
55376,Sales & Markting,region_2,Bachelor's,m,other,1,60,5.0,11,0,0,64,1
26104,Sales & Markting,region_7,Bachelor's,m,sourcing,1,32,5.0,9,0,0,49,0
56055,Sales & Markting,region_2,Bachelor's,f,sourcing,1,57,4.0,10,1,0,50,0
57407,Opperations,region_2,Master's & above,m,sourcing,1,33,3.0,6,1,0,58,1
5140,Sales & Markting,region_8,Bachelor's,m,other,2,26,1.0,2,0,0,50,0
74629,Technoogy,region_13,Master's & above,f,sourcing,1,33,4.0,5,1,0,79,0
53559,Sales & Markting,region_1,Bachelor's,m,other,1,31,5.0,8,1,0,46,0
4200,Opperations,region_22,Bachelor's,m,other,1,31,3.0,2,0,0,52,0
9343,Sales & Markting,region_28,Bachelor's,f,sourcing,2,27,1.0,3,1,0,48,0
1176,Analytics,region_2,Bachelor's,m,sourcing,2,25,4.0,2,0,0,82,0
76332,Procurement,region_2,Bachelor's,f,other,2,27,3.0,2,1,0,71,0
77158,Opperations,region_30,Bachelor's,f,other,1,39,4.0,10,0,0,60,0
52435,,region_13,Bachelor's,m,sourcing,1,42,5.0,5,0,0,50,0
65723,Opperations,region_22,Master's & above,m,referred,1,31,3.0,5,0,0,77,1
35608,R&D,region_7,Bachelor's,m,sourcing,1,29,5.0,5,1,1,86,1
6086,R&D,region_25,Master's & above,m,other,1,37,5.0,6,1,0,90,0
56805,,region_13,Master's & above,,sourcing,1,41,1.0,7,0,0,55,0
41526,Opperations,region_26,Bachelor's,m,sourcing,1,25,,1,0,0,57,0
43227,Sales & Markting,region_22,Bachelor's,f,other,2,28,1.0,3,0,0,48,0
72230,Analytics,region_22,Bachelor's,m,sourcing,2,45,5.0,16,1,0,88,0
59203,Opperations,region_26,Bachelor's,f,other,1,28,2.0,3,0,0,60,0
74193,Technoogy,region_5,Bachelor's,m,sourcing,1,30,4.0,2,0,0,82,0
68009,Procurement,region_2,Bachelor's,f,sourcing,1,33,4.0,5,1,0,70,0
